"Title";"Type";"Rootfolder";"LibraryName";"Language";"Fallback";"TextTruncated";"Download Source";"Fav Provider Link"
"Alice Through the Looking Glass";"Movie";"Alice Through the Looking Glass (2016)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fPrurNojrQwa2s9ikUlcaZawfk6.jpg";"https://www.themoviedb.org/movie/241259/images/posters"
"Alien";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/231CjdQbmGxyNzkaSNzP7itNWm2.jpg";"https://www.themoviedb.org/movie/348/images/posters"
"Alien Resurrection";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/t6lPizb9JOVZtbfM3saVHIyy6N9.jpg";"https://www.themoviedb.org/movie/8078/images/posters"
"Alien vs. Predator";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/xgb9jZPSalrga8PHqrY2SQvtFGz.jpg";"https://www.themoviedb.org/movie/395/images/posters"
"Alien³";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9mgpCZEhFtEbz6k8OFTgPThpHr2.jpg";"https://www.themoviedb.org/movie/8077/images/posters"
"Aliens";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/zOdG76Z4fyDBnLUMB2DuimrIlN7.jpg";"https://www.themoviedb.org/movie/679/images/posters"
"Aliens vs. Predator: Requiem";"Movie";"Aliens";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/eLo9Px3kEzHFDHzrlgD5qU2qrze.jpg";"https://www.themoviedb.org/movie/440/images/posters"
"Alita: Battle Angel";"Movie";"Alita Battle Angel (2019)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/1pRAikUnzQWp9bREvSeWrLDTWwk.jpg";"https://www.themoviedb.org/movie/399579/images/posters"
"Almost Famous";"Movie";"Almost Famous (2000)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wpvOKtPHl7SeqapcZLO4rJVUgeT.jpg";"https://www.themoviedb.org/movie/786/images/posters"
"Alpha Dog";"Movie";"Alpha Dog (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3x1YwylyjCXzrqfzHLZ9XPqVuDi.jpg";"https://www.themoviedb.org/movie/7457/images/posters"
"The Amazing Spider-Man";"Movie";"The Amazing Spider-Man (2012)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qGLvuJ182jr5GMn9X8oWPf7HnGB.jpg";"https://www.themoviedb.org/movie/1930/images/posters"
"The Amazing Spider-Man 2";"Movie";"The Amazing Spider-Man 2 (2014)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oMlCPzX53fmhwPjA1gtBd5FiZC6.jpg";"https://www.themoviedb.org/movie/102382/images/posters"
"American Gangster";"Movie";"American Gangster (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6ESFJL7pilhr2FnuNWxj6Be413O.jpg";"https://www.themoviedb.org/movie/4982/images/posters"
"American History X";"Movie";"American History X (1998)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/hCJrKwrbyM5bb0mZsmGSgKiHGiT.jpg";"https://www.themoviedb.org/movie/73/images/posters"
"American Psycho";"Movie";"American Psycho (2000)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2Ao4ftruXckRzza9tjQbB69QGXQ.jpg";"https://www.themoviedb.org/movie/1359/images/posters"
"Angels in the Outfield";"Movie";"Angels in the Outfield (1994)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4xtigpYLUIdB30qhu00co5nNbRV.jpg";"https://www.themoviedb.org/movie/24795/images/posters"
"Animaniacs: Wakko's Wish";"Movie";"Wakko's Wish (1999)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/9Qn4Gf99dPaz4fxTTMfsDZkzGHC.jpg";"https://www.themoviedb.org/movie/73901/images/posters"
"Annabelle";"Movie";"The Conjuring Universe";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/42YJK4pEAlFz6OMexr7UvRUuN52.jpg";"https://www.themoviedb.org/movie/250546/images/posters"
"Annabelle Comes Home";"Movie";"The Conjuring Universe";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/tJoDvqexDPSny8s6nVbTL8EE7ys.jpg";"https://www.themoviedb.org/movie/521029/images/posters"
"Annabelle: Creation";"Movie";"The Conjuring Universe";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/gF8J1Yz14ubMIvWwqTHlk9tx4Nu.jpg";"https://www.themoviedb.org/movie/396422/images/posters"
"Annie Hall";"Movie";"Annie Hall (1977)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/d6Q9CnIfusqBVPjUcxf67b8Oy78.jpg";"https://www.themoviedb.org/movie/703/images/posters"
"Ant-Man";"Movie";"Ant-Man (2015)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/A4pPqktnUpiaEnOeHisyKKOCUVG.jpg";"https://www.themoviedb.org/movie/102899/images/posters"
"Ant-Man and the Wasp";"Movie";"Ant-Man and the Wasp (2018)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/oSeG3qqCZggWqJX2PL5wjFb5ltv.jpg";"https://www.themoviedb.org/movie/363088/images/posters"
"Antlers";"Movie";"Antlers (2021)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pRRcV4wY1K9d51d3A7zlvmqQG3x.jpg";"https://www.themoviedb.org/movie/516329/images/posters"
"Apocalypse Now";"Movie";"Apocalypse Now (1979)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/5U33BMOwcWkpO1YAVRFxZ2udFiT.jpg";"https://www.themoviedb.org/movie/28/images/posters"
"The Apple Dumpling Gang Rides Again";"Movie";"The Apple Dumpling Gang Rides Again (1979)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3tMdZPlxDC0NGAINqLiQ1Iw2mhS.jpg";"https://www.themoviedb.org/movie/22328/images/posters"
"Aquaman";"Movie";"Aquaman (2018)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rKQv0EhWYXmoZ5UbeZrCcMitJuH.jpg";"https://www.themoviedb.org/movie/297802/images/posters"
"Arcadian";"Movie";"Arcadian (2024)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/qe5HJkyfiDm9AycMyyUGd6RolVC.jpg";"https://www.themoviedb.org/movie/1051896/images/posters"
"The AristoCats";"Movie";"The Aristocats (1970)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/b7x2eDVYZ58kOlKDZrVuE71EAtb.jpg";"https://www.themoviedb.org/movie/10112/images/posters"
"Armageddon";"Movie";"Armageddon (1998)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/xjbbogCvT1ddcFH4YHc6aOOtX9Z.jpg";"https://www.themoviedb.org/movie/95/images/posters"
"Army of Darkness";"Movie";"Army of Darkness (1992)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6dTxo0zXiRW69egcKI9QCtUHY04.jpg";"https://www.themoviedb.org/movie/766/images/posters"
"Around the World in 80 Days";"Movie";"Around the World in 80 Days (2004)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/pjCx8xhCCFr02jxbQDp7sAPVgEr.jpg";"https://www.themoviedb.org/movie/10204/images/posters"
"Arthur Christmas";"Movie";"Arthur Christmas (2011)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/czEkfb8SGVRpGSZAfuN1r5nTrtK.jpg";"https://www.themoviedb.org/movie/51052/images/posters"
"The Assassination of Jesse James by the Coward Robert Ford";"Movie";"The Assassination of Jesse James by the Coward Robert Ford (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/915b4kejIoszCOnYxCH2aLDdUfk.jpg";"https://www.themoviedb.org/movie/4512/images/posters"
"The Astronaut Farmer";"Movie";"The Astronaut Farmer (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wA8zHztHNjbAFJaJBKunMLgpHMr.jpg";"https://www.themoviedb.org/movie/5172/images/posters"
"Atlantis: Milo's Return";"Movie";"Atlantis Milo's Return (2003)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rXh3OpD2cPPicHjdzOM8lkMwMj4.jpg";"https://www.themoviedb.org/movie/8965/images/posters"
"Atlantis: The Lost Empire";"Movie";"Atlantis The Lost Empire (2001)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/t2CBXfdMDilbyzUECsFPeLnUrqj.jpg";"https://www.themoviedb.org/movie/10865/images/posters"
"Atonement";"Movie";"Atonement (2007)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6JzmSXTNBO3TIyUlhjO1wusPunT.jpg";"https://www.themoviedb.org/movie/4347/images/posters"
"Avalon High";"Movie";"Avalon High (2011)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6JutmdXQZpbgc8CnVfjSJ3VKsgp.jpg";"https://www.themoviedb.org/movie/50479/images/posters"
"Avatar";"Movie";"Avatar (2009)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/fwmoeF44DXBk1tC30QFAiE0nwjT.jpg";"https://www.themoviedb.org/movie/19995/images/posters"
"The Avengers";"Movie";"The Avengers (2012)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/q4xuhyjfMqbkm6o6Rx548EREJw0.jpg";"https://www.themoviedb.org/movie/24428/images/posters"
"Avengers Confidential: Black Widow & Punisher";"Movie";"Avengers Confidential - Black Widow and Punisher";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ykonaIeTM8FmqoQi5qs7ICN75oO.jpg";"https://www.themoviedb.org/movie/257346/images/posters"
"Avengers: Infinity War";"Movie";"Avengers Infinity War (2018)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/dW88Lx1nwaUQgXIvjg2kRrbIOH1.jpg";"https://www.themoviedb.org/movie/299536/images/posters"
"Back to the Future";"Movie";"Back to the Future";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/AqJhTnzqdJzAPIaecbTJUoSfnRr.jpg";"https://www.themoviedb.org/movie/105/images/posters"
"Back to the Future Part II";"Movie";"Back to the Future";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/t9M3I8vJUhERU9nZRK20UaYcDFP.jpg";"https://www.themoviedb.org/movie/165/images/posters"
"Back to the Future Part III";"Movie";"Back to the Future";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/tGhaVl9HQjnJQJQyGQFGJgBRZAh.jpg";"https://www.themoviedb.org/movie/196/images/posters"
"Bad Boys";"Movie";"Bad Boys";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/mZ9ynx0nCrE4vMP8Is4WVSDBRTE.jpg";"https://www.themoviedb.org/movie/9737/images/posters"
"Bad Boys for Life";"Movie";"Bad Boys";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/mKbAl3Cf2SRwUYgyRQQkCF1US03.jpg";"https://www.themoviedb.org/movie/38700/images/posters"
"Bad Boys II";"Movie";"Bad Boys";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/w9GDnEtg8RKK6qQNv0h2cmqPwqW.jpg";"https://www.themoviedb.org/movie/8961/images/posters"
"Bad Boys: Ride or Die";"Movie";"Bad Boys";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/vTXH3p7sZ0g3gnhl1AqpqKHoONW.jpg";"https://www.themoviedb.org/movie/573435/images/posters"
"Bad Hair Day";"Movie";"Bad Hair Day (2015)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3lTo2apqobcR3sCwAOqYU8TD9QC.jpg";"https://www.themoviedb.org/movie/317198/images/posters"
"Bad Moms";"Movie";"Bad Moms (2016)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ux8vk3dCfd7iQKExLghQQUCbIQl.jpg";"https://www.themoviedb.org/movie/376659/images/posters"
"A Bad Moms Christmas";"Movie";"A Bad Moms Christmas (2017)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6aWhOl4SgAUJnjEYCnyVqs4I41I.jpg";"https://www.themoviedb.org/movie/431530/images/posters"
"Bad Santa";"Movie";"Bad Santa (2003)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/iJBx0LZWtjvMmzc5QSkDVp5lE5V.jpg";"https://www.themoviedb.org/movie/10147/images/posters"
"Bad Santa 2";"Movie";"Bad Santa 2 (2016)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ysFAdZ5qPsRhjfaPrYTUHhsisOW.jpg";"https://www.themoviedb.org/movie/338964/images/posters"
"Bambi";"Movie";"Bambi (1942)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/456H4EkRRZ3iY3x9cTnTUW75vep.jpg";"https://www.themoviedb.org/movie/3170/images/posters"
"Bambi II";"Movie";"Bambi II (2006)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/2YKLNIJislDgmhWhWKhhU3FoGYa.jpg";"https://www.themoviedb.org/movie/13205/images/posters"
"The Banshees of Inisherin";"Movie";"The Banshees of Inisherin 2022";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/jrUQClIHwcknbpKncVsV0ZWdGY6.jpg";"https://www.themoviedb.org/movie/674324/images/posters"
"Batman";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/o0pg4oAI7oDYA9rWDWnpex2yj0t.jpg";"https://www.themoviedb.org/movie/268/images/posters"
"The Batman";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bHTE7no7zJLqgyK5Q2CRX3rfZOz.jpg";"https://www.themoviedb.org/movie/414906/images/posters"
"Batman & Mr. Freeze: SubZero";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/xk6VparmT9sA3vQGXREDslTk90t.jpg";"https://www.themoviedb.org/movie/15805/images/posters"
"Batman & Robin";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4Ooj7xGiDxRIub3Xrv2iH2gq6RR.jpg";"https://www.themoviedb.org/movie/415/images/posters"
"Batman and Superman: Battle of the Super Sons";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/aHPbQrTGztr5LTVmcUrsqK1IgUl.jpg";"https://www.themoviedb.org/movie/886396/images/posters"
"Batman Begins";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8grKo5VUbtnnJWX5iQBhmKOQxHY.jpg";"https://www.themoviedb.org/movie/272/images/posters"
"Batman Beyond: Return of the Joker";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rofb5PKJ58sNH8h4PwblKaSrls4.jpg";"https://www.themoviedb.org/movie/16234/images/posters"
"Batman Forever";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/d7j6bt3EdRhP7CdRzehmNQRrwwB.jpg";"https://www.themoviedb.org/movie/414/images/posters"
"Batman Returns";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3iXlADhFbGQ0Fc0yFlHGcewIS4J.jpg";"https://www.themoviedb.org/movie/364/images/posters"
"Batman v Superman: Dawn of Justice";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/yXlhQmQr1vXw4d6kPtgeH8xsVmq.jpg";"https://www.themoviedb.org/movie/209112/images/posters"
"Batman: Assault on Arkham";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/3J1wiWjT7lfZE2MB7xpSJKCQw5u.jpg";"https://www.themoviedb.org/movie/242643/images/posters"
"Batman: Gotham Knight";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/gfJiKMDHTeVJpgYB70GtpAmw7sT.jpg";"https://www.themoviedb.org/movie/13851/images/posters"
"Batman: Hush";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/ffUCCZSYGFsF7rWdrV43DqvMOHV.jpg";"https://www.themoviedb.org/movie/537056/images/posters"
"Batman: Mask of the Phantasm";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/la1Ju0fq2peRhgo6cBhtUKZptqv.jpg";"https://www.themoviedb.org/movie/14919/images/posters"
"Batman: Mystery of the Batwoman";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/eAEes31D6L2q2jw7uSeqX028K5N.jpg";"https://www.themoviedb.org/movie/21683/images/posters"
"Batman: The Dark Knight Returns, Part 1";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/1kDe5rC4VZDEOzDio50MBEssVHe.jpg";"https://www.themoviedb.org/movie/123025/images/posters"
"Batman: The Dark Knight Returns, Part 2";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/swKF1ow10uluAFdyX1Pa84zu3Aj.jpg";"https://www.themoviedb.org/movie/142061/images/posters"
"Batman: The Doom That Came to Gotham";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/Rnn2ER7Nl2V5gcCAV7mfuG6S7Q.jpg";"https://www.themoviedb.org/movie/1003579/images/posters"
"Batman: The Long Halloween";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/uA4gHkOlK6M6YWHRNhFoASKWlcG.jpg";"https://www.themoviedb.org/movie/1010830/images/posters"
"Batman: Under the Red Hood";"Movie";"Batman";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/itggvuEe497JMdu4W56O38O7vcS.jpg";"https://www.themoviedb.org/movie/40662/images/posters"
"Battle for the Planet of the Apes";"Movie";"Planet of the Apes";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/v97pfYDe3vgOomnM7a7YCgP0hxI.jpg";"https://www.themoviedb.org/movie/1705/images/posters"
"Battle Los Angeles";"Movie";"Battle Los Angeles (2011)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/mWkQX7oocOjR4tnQvHn2Xqsyw4N.jpg";"https://www.themoviedb.org/movie/44943/images/posters"
"Battlestar Galactica: Blood & Chrome";"Movie";"BattleStar Galactica";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6Dd4ofzxDuJEh3WVwHAygEWXd0d.jpg";"https://www.themoviedb.org/movie/257368/images/posters"
"Be Kind Rewind";"Movie";"Be Kind Rewind (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/8j6RIQ9SlX1QC6KbP7f4FYuYPn9.jpg";"https://www.themoviedb.org/movie/4953/images/posters"
"A Beautiful Planet";"Movie";"A Beautiful Planet (2016)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/rcE8KcKv7BKOFczYfiI5dDvbtUu.jpg";"https://www.themoviedb.org/movie/365997/images/posters"
"Beauty and the Beast";"Movie";"Beauty and the Beast (1991)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/6FVWpYF2F0EbIkWK4kG0kmmDkTx.jpg";"https://www.themoviedb.org/movie/10020/images/posters"
"Beauty and the Beast: The Enchanted Christmas";"Movie";"Beauty and the Beast The Enchanted Christmas (1997)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/bMEVHy9tXLcE0TudXctTEELqzP5.jpg";"https://www.themoviedb.org/movie/13313/images/posters"
"Bedtime Stories";"Movie";"Bedtime Stories (2008)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/wWPVAYSo8ztA9nKQPJvlYa99gvK.jpg";"https://www.themoviedb.org/movie/10202/images/posters"
"The Beekeeper";"Movie";"The Beekeeper (2024)";"Movies";"Textless";"false";"false";"https://image.tmdb.org/t/p/original/4OagyDaGAEg6omqSJ10vESNx0FK.jpg";"https://www.themoviedb.org/movie/866398/images/posters"
